"2025-11-11 21:46:51Z","172.16.0.4","61518","10.11.100.65","53","DNS","77","","Standard query 0x5e7d A stun.helpwire.app"
"2025-11-11 21:45:36Z","172.16.0.4","52076","8.8.8.8","53","DNS","76","","Standard query 0xd100 A www.helpwire.app"
